id,extracted,not_ext_reason,transformed,not_trans_reason,loaded,not_loaded_reason
510,True,,False,transformation error,False,
511,True,,False,transformation error,False,
512,True,,False,transformation error,False,
513,True,,False,transformation error,False,
514,True,,False,transformation error,False,
515,True,,False,transformation error,False,
516,True,,False,transformation error,False,
517,True,,False,transformation error,False,
518,True,,False,transformation error,False,
519,True,,False,transformation error,False,
520,True,,False,transformation error,False,
522,True,,False,transformation error,False,
523,True,,False,transformation error,False,
524,True,,False,transformation error,False,
530,True,,False,transformation error,False,
534,True,,False,transformation error,False,
536,True,,False,transformation error,False,
539,True,,False,transformation error,False,
540,True,,False,transformation error,False,
541,True,,False,transformation error,False,
542,True,,False,transformation error,False,
544,True,,False,transformation error,False,
545,True,,False,transformation error,False,
551,True,,False,transformation error,False,
552,True,,False,transformation error,False,
555,True,,False,transformation error,False,
556,True,,False,transformation error,False,
557,True,,False,transformation error,False,
558,True,,False,transformation error,False,
559,True,,False,transformation error,False,
560,True,,False,transformation error,False,
561,True,,False,transformation error,False,
562,True,,False,transformation error,False,
563,True,,False,transformation error,False,
564,True,,False,transformation error,False,
565,True,,False,transformation error,False,
566,True,,False,transformation error,False,
567,True,,False,transformation error,False,
568,True,,False,transformation error,False,
572,True,,False,transformation error,False,
574,True,,False,transformation error,False,
575,True,,False,transformation error,False,
581,True,,False,transformation error,False,
582,True,,False,transformation error,False,
584,True,,False,transformation error,False,
585,True,,False,transformation error,False,
590,True,,False,transformation error,False,
591,True,,False,transformation error,False,
592,True,,False,transformation error,False,
594,True,,False,transformation error,False,
595,True,,False,transformation error,False,
597,True,,False,transformation error,False,
598,True,,False,transformation error,False,
599,True,,False,transformation error,False,
604,True,,False,transformation error,False,
607,True,,False,transformation error,False,
608,True,,False,transformation error,False,
609,True,,False,transformation error,False,
610,True,,True,transformation error,True,
611,True,,False,transformation error,False,
613,True,,False,transformation error,False,
614,True,,False,transformation error,False,
615,True,,False,transformation error,False,
616,True,,False,transformation error,False,
617,True,,False,transformation error,False,
618,True,,False,transformation error,False,
619,True,,False,transformation error,False,
620,True,,False,transformation error,False,
621,True,,False,transformation error,False,
622,True,,False,transformation error,False,
623,True,,False,transformation error,False,
624,True,,False,transformation error,False,
626,True,,False,transformation error,False,
627,True,,False,transformation error,False,
628,True,,False,transformation error,False,
629,True,,False,transformation error,False,
630,True,,False,transformation error,False,
632,True,,False,transformation error,False,
633,True,,False,transformation error,False,
634,True,,False,transformation error,False,
635,True,,False,transformation error,False,
636,True,,False,transformation error,False,
637,True,,False,transformation error,False,
638,True,,False,transformation error,False,
639,True,,False,transformation error,False,
640,True,,False,transformation error,False,
641,True,,False,transformation error,False,
642,True,,False,transformation error,False,
643,True,,False,transformation error,False,
644,True,,False,transformation error,False,
645,True,,False,transformation error,False,
646,True,,False,transformation error,False,
647,True,,False,transformation error,False,
649,True,,False,transformation error,False,
650,True,,False,transformation error,False,
651,True,,False,transformation error,False,
652,True,,False,transformation error,False,
653,True,,False,transformation error,False,
654,True,,False,transformation error,False,
655,True,,False,transformation error,False,
656,True,,False,transformation error,False,
657,True,,False,transformation error,False,
658,True,,False,transformation error,False,
659,True,,False,transformation error,False,
660,True,,False,transformation error,False,
661,True,,False,transformation error,False,
662,True,,False,transformation error,False,
663,True,,False,transformation error,False,
664,True,,False,transformation error,False,
665,True,,False,transformation error,False,
666,True,,False,transformation error,False,
667,True,,False,transformation error,False,
668,True,,False,transformation error,False,
669,True,,False,transformation error,False,
671,True,,False,transformation error,False,
673,True,,False,transformation error,False,
674,True,,False,transformation error,False,
675,True,,False,transformation error,False,
676,True,,False,transformation error,False,
678,True,,False,transformation error,False,
679,True,,False,transformation error,False,
